id_pedido,dt_pedido,fl_ketchup,desc_uf,txt_recado
1061,2023-05-25,FALSE,SP,A pizza é feita em forno a lenha?
1062,2023-05-25,TRUE,ES,null
1063,2023-05-25,FALSE,SP,null
1064,2023-05-25,TRUE,TO,null
1065,2023-05-25,FALSE,PR,Mão na massa!
1066,2023-05-25,FALSE,SP,Vocês são do CRLH!! :-) *Poderia rolar uma massa de fermentação longa!! Grande abraço!
1067,2023-05-25,FALSE,RJ,null
1068,2023-05-25,FALSE,SP,Entrega em 1h ou a pizza sai de graça! Topam?
1069,2023-05-25,TRUE,RJ,null
1070,2023-05-25,FALSE,PR,null
1071,2023-05-25,FALSE,SP,null
1072,2023-05-25,TRUE,ES,Hmmm pizza gostosa
1073,2023-05-25,FALSE,ES,null
1074,2023-05-25,FALSE,MG,null
1075,2023-05-25,TRUE,BA,Caprichaaaaa hahah
1076,2023-05-25,FALSE,SP,cadê o molho de tomateeeeee
1077,2023-05-25,TRUE,BA,Parabéns pela iniciativa! :)
1078,2023-05-25,TRUE,CE,Tamo Junto..
1079,2023-05-25,FALSE,DF,#VAIII
1080,2023-05-25,TRUE,SE,null
1081,2023-05-25,FALSE,SP,null
1082,2023-05-25,FALSE,SP,null
1083,2023-05-25,TRUE,GO,Admiro de mais vocês.
1084,2023-05-25,TRUE,BA,null
1085,2023-05-25,FALSE,RJ,null
1086,2023-05-25,TRUE,SP,null
1087,2023-05-25,FALSE,SC,Aceita Pix? Muita boa a idéia!
1088,2023-05-25,FALSE,BA,null
1089,2023-05-25,TRUE,BA,null
1090,2023-05-25,FALSE,RO,null
1091,2023-05-25,TRUE,MG,Falso Calvo
1092,2023-05-25,FALSE,RO,null
1093,2023-05-25,TRUE,SP,null
1094,2023-05-25,FALSE,SP,Massa bem assada
1095,2023-05-25,FALSE,GO,Capricha no recheio!
1096,2023-05-25,TRUE,SC,Keep doing the great work
1097,2023-05-25,FALSE,PR,null
1098,2023-05-25,FALSE,PR,Obrigado por tudo caras!!
1099,2023-05-25,TRUE,MG,null
1100,2023-05-25,TRUE,RJ,null
1101,2023-05-25,TRUE,SE,Esse formulário deu fome no meio do expediente! Como faço pra codar agora???
1102,2023-05-25,FALSE,SP,null
1103,2023-05-25,FALSE,SP,Bastante queijo
1104,2023-05-25,TRUE,SP,null
1105,2023-05-25,FALSE,SP,Favor deixar a massa crocante e lave as mãos.
